Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP01304,Male,Yes,0,Graduate,No,3504,4672,12.0,300.0,1.0,Rural,Y
LP01305,Male,Yes,1,Graduate,Yes,4351,0,7.0,360.0,1.0,Urban,Y
LP01306,Male,Yes,2,Graduate,No,4373,1845,13.0,360.0,0.0,Semiurban,N
LP01307,Male,No,1,Not Graduate,No,11253,0,22.0,360.0,1.0,Urban,Y
LP01308,Female,Yes,0,Graduate,No,936,1096,2.0,360.0,,Urban,Y
LP01309,,No,0,Graduate,No,2627,3788,9.0,360.0,1.0,Semiurban,Y
LP01310,Male,Yes,0,Not Graduate,No,4461,0,17.0,300.0,1.0,Semiurban,Y
LP01311,Female,Yes,0,Graduate,No,2448,0,4.0,360.0,1.0,Semiurban,Y
LP01312,Male,Yes,2,Graduate,No,3858,0,15.0,180.0,1.0,Semiurban,Y
LP01313,Female,Yes,1,Graduate,No,4149,2384,15.0,360.0,1.0,Rural,Y
LP01314,Male,Yes,2,Graduate,No,3097,869,12.0,360.0,1.0,Rural,Y
LP01315,Male,Yes,2,Graduate,No,4608,0,10.0,120.0,1.0,Urban,Y
LP01316,Female,No,0,Graduate,Yes,6282,5566,17.0,,1.0,Rural,Y
LP01317,Male,Yes,1,Graduate,No,3905,3089,7.0,360.0,1.0,Urban,Y
LP01318,Male,Yes,1,Graduate,Yes,3466,0,8.0,180.0,1.0,Semiurban,Y
LP01319,Male,Yes,3+,Graduate,No,4060,1960,10.0,360.0,1.0,Semiurban,Y
LP01320,Female,Yes,0,Graduate,No,4429,0,11.0,360.0,1.0,Semiurban,Y
LP01321,Male,Yes,1,Not Graduate,No,1708,0,3.0,360.0,1.0,Urban,N
LP01322,Male,Yes,0,Graduate,No,5732,0,12.0,,,Semiurban,Y
LP01323,Male,Yes,1,Graduate,No,3470,1444,15.0,360.0,0.0,Urban,N
LP01324,Female,Yes,2,Not Graduate,No,8900,0,34.0,360.0,0.0,Urban,N
LP01325,Male,No,2,Graduate,Yes,6155,0,16.0,360.0,1.0,Semiurban,Y
LP01326,Male,No,0,Graduate,No,8464,1105,37.0,360.0,1.0,Semiurban,Y
LP01327,Female,No,0,Not Graduate,,2550,2295,6.0,360.0,1.0,Semiurban,Y
LP01328,Male,Yes,2,Graduate,No,3625,2605,10.0,180.0,0.0,Semiurban,N
LP01329,Male,No,1,Graduate,No,2245,0,9.0,360.0,1.0,Semiurban,Y
LP01330,Male,Yes,2,Graduate,No,3017,1326,9.0,360.0,1.0,Rural,Y
LP01331,Male,Yes,0,Graduate,No,8854,0,20.0,360.0,1.0,Rural,Y
LP01332,Male,No,2,Graduate,No,10078,432,26.0,360.0,1.0,Rural,Y
LP01333,Male,Yes,1,Graduate,No,2365,0,7.0,360.0,1.0,Urban,Y
LP01334,Male,Yes,0,Graduate,No,3456,0,12.0,360.0,1.0,Semiurban,Y
LP01335,Male,No,0,Not Graduate,No,4265,0,12.0,360.0,1.0,Rural,N
LP01336,Male,Yes,1,Graduate,No,6137,553,17.0,360.0,1.0,Urban,Y
LP01337,Male,Yes,0,Graduate,No,1689,0,4.0,360.0,1.0,Urban,N
LP01338,Male,Yes,2,Graduate,No,1842,0,6.0,360.0,1.0,Urban,Y
LP01339,Male,Yes,0,Not Graduate,No,5821,2038,13.0,360.0,1.0,Semiurban,Y
LP01340,Male,No,0,Graduate,No,1522,979,6.0,360.0,0.0,Semiurban,N
LP01341,Male,Yes,0,Graduate,No,3478,0,13.0,360.0,1.0,Semiurban,Y
LP01342,Male,Yes,3+,Graduate,No,4862,4172,13.0,360.0,,Semiurban,N
LP01343,Male,Yes,1,Graduate,No,5589,186,21.0,180.0,1.0,Semiurban,Y
LP01344,Male,No,2,Graduate,No,4114,0,6.0,360.0,,Urban,N
LP01345,Female,No,2,Not Graduate,No,3637,1549,9.0,360.0,1.0,Rural,Y
LP01346,Male,Yes,1,Graduate,No,7076,2060,20.0,360.0,1.0,Semiurban,Y
LP01347,Female,No,3+,Graduate,No,5202,0,15.0,360.0,1.0,Urban,Y
LP01348,Male,Yes,1,Graduate,No,3115,0,12.0,360.0,0.0,Urban,N
LP01349,Male,No,0,Graduate,No,4540,0,20.0,360.0,0.0,Urban,N
LP01350,Female,Yes,0,Graduate,No,5490,0,14.0,360.0,1.0,Rural,Y
LP01351,Male,Yes,0,Not Graduate,Yes,11442,755,29.0,480.0,1.0,Urban,Y
LP01352,Male,Yes,1,Graduate,No,6853,4316,23.0,360.0,1.0,Urban,Y
LP01353,Male,No,0,Graduate,No,8673,486,20.0,360.0,1.0,Urban,Y
LP01354,Male,No,1,Graduate,Yes,3179,0,6.0,180.0,1.0,Urban,Y
LP01355,Male,Yes,3+,Graduate,Yes,3333,0,15.0,360.0,1.0,Semiurban,N
LP01356,Male,Yes,0,Graduate,No,3907,0,15.0,180.0,1.0,Rural,Y
LP01357,Male,Yes,0,Graduate,Yes,4109,1432,18.0,360.0,1.0,Semiurban,Y
LP01358,Male,Yes,1,Graduate,No,2554,0,6.0,,0.0,Rural,N
LP01359,Male,Yes,0,Not Graduate,No,8922,1377,14.0,360.0,1.0,Urban,Y
LP01360,Male,Yes,2,Not Graduate,No,7229,2526,20.0,360.0,1.0,Semiurban,Y
LP01361,Male,No,0,Not Graduate,No,3759,0,16.0,360.0,1.0,Rural,N
LP01362,Male,Yes,0,Not Graduate,No,6329,117,12.0,360.0,1.0,Semiurban,Y
LP01363,Female,No,0,Graduate,No,5027,2386,9.0,360.0,,Rural,Y
LP01364,Male,Yes,0,Graduate,No,6607,2518,,480.0,1.0,Urban,Y
LP01365,Female,Yes,0,Graduate,No,2123,2632,8.0,360.0,1.0,Semiurban,Y
LP01366,Male,Yes,0,Not Graduate,No,4105,0,16.0,360.0,,Semiurban,Y
LP01367,Male,Yes,,Graduate,No,4307,7257,15.0,180.0,1.0,Urban,Y
LP01368,Male,Yes,2,Graduate,Yes,6267,0,10.0,180.0,1.0,Rural,Y
LP01369,Female,No,0,Graduate,No,3147,2492,12.0,360.0,1.0,Urban,Y
LP01370,Female,Yes,0,Graduate,No,1124,0,3.0,360.0,1.0,Urban,Y
LP01371,Male,Yes,0,Graduate,No,2453,9125,5.0,360.0,1.0,Rural,Y
LP01372,Male,No,0,Graduate,No,4300,1192,10.0,360.0,1.0,Semiurban,Y
LP01373,Male,Yes,0,Graduate,No,4606,0,14.0,360.0,1.0,Rural,Y
LP01374,Male,Yes,2,Not Graduate,No,11227,0,28.0,360.0,1.0,Rural,Y
LP01375,Male,No,0,Graduate,No,6127,7726,27.0,360.0,,Urban,Y
LP01376,Male,Yes,1,Graduate,No,4651,0,14.0,360.0,1.0,Semiurban,Y
LP01377,Female,Yes,0,Graduate,No,4369,2574,11.0,360.0,1.0,Rural,Y
LP01378,Male,No,0,Graduate,No,8162,36927,29.0,360.0,1.0,Urban,Y
LP01379,Male,No,0,Graduate,No,3215,0,11.0,360.0,1.0,Semiurban,Y
LP01380,Female,Yes,1,Graduate,No,4117,445,6.0,360.0,,Rural,Y
LP01381,Male,Yes,3+,Graduate,Yes,2443,1345,8.0,120.0,1.0,Urban,N
LP01382,Male,No,0,Graduate,No,9705,617,22.0,180.0,1.0,Rural,Y
LP01383,Male,Yes,3+,Graduate,No,5519,0,14.0,360.0,1.0,Semiurban,Y
LP01384,Female,Yes,0,Not Graduate,Yes,3014,0,11.0,360.0,1.0,Rural,N
LP01385,Male,Yes,0,Graduate,No,4176,0,13.0,480.0,1.0,Semiurban,Y
LP01386,Male,No,1,Graduate,Yes,5886,406,15.0,180.0,1.0,Semiurban,N
LP01387,Male,Yes,0,Graduate,No,3874,8043,,180.0,1.0,Rural,Y
LP01388,Male,Yes,0,Graduate,No,3314,2206,10.0,360.0,1.0,Urban,Y
LP01389,Male,Yes,0,Not Graduate,No,3103,0,8.0,360.0,1.0,Semiurban,Y
LP01390,Female,Yes,1,Graduate,No,5358,3490,23.0,360.0,1.0,Rural,Y
LP01391,Male,No,0,Graduate,Yes,3652,2620,,360.0,1.0,Rural,Y
LP01392,Male,Yes,2,Graduate,No,3465,2155,14.0,360.0,1.0,Rural,Y
LP01393,Male,Yes,0,Not Graduate,Yes,2133,0,6.0,360.0,0.0,Semiurban,N
LP01394,Male,No,3+,Graduate,No,4641,1870,18.0,360.0,1.0,Semiurban,Y
LP01395,Male,Yes,0,Graduate,Yes,4025,0,,360.0,1.0,Semiurban,Y
LP01396,Male,Yes,,Graduate,,3726,0,9.0,360.0,1.0,Semiurban,N
LP01397,Male,Yes,0,Graduate,No,4961,1925,9.0,360.0,1.0,Semiurban,Y
LP01398,Male,No,0,Graduate,Yes,6710,1312,11.0,360.0,1.0,Urban,Y
LP01399,Male,No,0,Graduate,No,6541,0,28.0,360.0,1.0,Urban,Y
LP01400,Male,No,,Graduate,No,6027,1014,22.0,480.0,0.0,Semiurban,N
LP01401,Female,Yes,0,Graduate,No,3896,2419,13.0,360.0,1.0,Urban,Y
LP01402,Female,Yes,0,Graduate,No,3256,0,10.0,360.0,1.0,Urban,Y
LP01403,Male,Yes,3+,Graduate,No,2505,889,8.0,360.0,1.0,Urban,Y
LP01404,Male,No,0,Graduate,No,3209,0,11.0,360.0,1.0,Rural,Y
LP01405,Male,Yes,0,Graduate,No,4495,0,18.0,360.0,1.0,Rural,Y
LP01406,Male,Yes,0,Graduate,No,2886,0,9.0,360.0,1.0,Semiurban,Y
LP01407,Male,No,0,Graduate,No,4688,381,18.0,180.0,1.0,Rural,Y
LP01408,,Yes,0,Graduate,No,2615,0,6.0,360.0,1.0,Rural,Y
LP01409,Female,Yes,1,Graduate,No,1784,0,8.0,120.0,1.0,Urban,Y
LP01410,Male,Yes,0,Graduate,Yes,6979,5802,11.0,360.0,1.0,Urban,Y
LP01411,Male,Yes,0,Graduate,Yes,3426,2848,9.0,360.0,1.0,Urban,Y
LP01412,Male,No,1,Graduate,Yes,2806,122,,360.0,1.0,Urban,N
LP01413,Male,Yes,0,Graduate,No,2437,3107,5.0,360.0,0.0,Semiurban,Y
LP01414,Male,No,0,Not Graduate,No,5612,0,11.0,300.0,1.0,Urban,Y
LP01415,Female,Yes,3+,Graduate,Yes,9473,0,25.0,360.0,1.0,Rural,Y
LP01416,Male,Yes,0,Graduate,No,3563,1613,10.0,360.0,0.0,Semiurban,N
LP01417,Male,No,0,Graduate,No,3950,1349,17.0,360.0,1.0,Semiurban,Y
LP01418,Male,No,2,Graduate,No,8018,0,,120.0,0.0,Rural,Y
LP01419,Female,Yes,1,Graduate,No,1643,0,5.0,360.0,1.0,Rural,Y
LP01420,Male,No,2,Graduate,No,13118,0,58.0,360.0,,Rural,Y
LP01421,Male,No,2,Graduate,No,17056,0,58.0,360.0,1.0,Rural,Y
LP01422,Male,No,0,Graduate,No,1004,4844,4.0,360.0,1.0,Rural,Y
LP01423,Male,Yes,0,Graduate,,4215,4188,9.0,360.0,1.0,Semiurban,Y
LP01424,Male,Yes,1,Graduate,No,2995,0,9.0,360.0,1.0,Rural,Y
LP01425,Male,Yes,1,Graduate,No,3844,274,6.0,180.0,1.0,Urban,Y
LP01426,Male,Yes,1,Graduate,,3533,4997,5.0,360.0,1.0,Semiurban,Y
LP01427,Male,Yes,0,Graduate,No,6950,0,25.0,360.0,1.0,Semiurban,Y
LP01428,Female,Yes,2,Not Graduate,No,4180,0,8.0,360.0,1.0,Urban,Y
LP01429,Male,Yes,0,Graduate,No,2695,619,8.0,360.0,1.0,Urban,Y
LP01430,Female,Yes,0,Not Graduate,No,4045,0,15.0,360.0,0.0,Urban,N
LP01431,Male,Yes,0,Graduate,No,5903,11806,9.0,180.0,1.0,Urban,Y
LP01432,Male,Yes,0,Graduate,Yes,2319,628,7.0,360.0,1.0,Urban,Y
LP01433,Male,Yes,1,Graduate,No,1798,5147,6.0,360.0,1.0,Semiurban,Y
LP01434,Male,Yes,0,Graduate,No,13307,1842,55.0,180.0,1.0,Rural,Y
LP01435,Male,No,1,Graduate,Yes,3123,1075,7.0,360.0,1.0,Semiurban,Y
LP01436,Male,Yes,0,Graduate,,4123,1564,18.0,360.0,0.0,Semiurban,Y
LP01437,Female,Yes,0,Graduate,No,3573,0,14.0,360.0,1.0,Urban,Y
LP01438,Female,Yes,0,Graduate,No,6012,1614,21.0,360.0,,Rural,Y
LP01439,Male,Yes,0,Not Graduate,No,11790,554,32.0,360.0,0.0,Urban,N
LP01440,Male,Yes,1,Graduate,No,6118,1102,22.0,360.0,1.0,Urban,Y
LP01441,Male,Yes,0,Graduate,No,1929,4127,8.0,360.0,1.0,Semiurban,Y
LP01442,Male,Yes,0,Graduate,No,2077,0,5.0,360.0,1.0,Rural,Y
LP01443,Male,No,0,Not Graduate,No,3571,372,16.0,300.0,1.0,Rural,Y
LP01444,Male,Yes,0,Not Graduate,No,3837,3833,16.0,360.0,1.0,Rural,Y
LP01445,Male,Yes,0,Not Graduate,No,1725,1624,5.0,480.0,1.0,Rural,Y
LP01446,Male,Yes,3+,Not Graduate,Yes,6979,951,26.0,360.0,1.0,Semiurban,N
LP01447,,Yes,0,Graduate,No,2447,3452,8.0,480.0,1.0,Semiurban,Y
LP01448,Female,Yes,0,Graduate,No,10110,1384,38.0,180.0,1.0,Urban,Y
LP01449,Male,No,2,Graduate,No,12105,0,48.0,120.0,1.0,Urban,Y
LP01450,Male,Yes,1,Not Graduate,No,3879,0,6.0,360.0,0.0,Rural,N
LP01451,Male,Yes,0,Graduate,No,5661,1608,10.0,360.0,1.0,Rural,Y
LP01452,Male,Yes,1,Graduate,No,2258,1508,6.0,360.0,0.0,Urban,N
LP01453,Male,Yes,3+,Not Graduate,No,6267,1091,27.0,360.0,1.0,Urban,N
LP01454,Male,No,0,Not Graduate,No,3381,0,9.0,360.0,,Urban,Y
LP01455,,Yes,0,Not Graduate,No,2446,0,10.0,480.0,1.0,Semiurban,Y
LP01456,Male,Yes,2,Graduate,No,3793,0,11.0,360.0,1.0,Urban,Y
LP01457,Male,Yes,2,Graduate,No,3442,830,8.0,180.0,1.0,Semiurban,Y
LP01458,Male,No,3+,Graduate,,3719,6166,16.0,,0.0,Urban,N
LP01459,Female,Yes,0,Graduate,No,7497,3760,24.0,180.0,1.0,Urban,Y
LP01460,Male,No,3+,Graduate,Yes,2887,0,7.0,300.0,1.0,Urban,Y
LP01461,Male,No,0,Graduate,No,11548,6459,19.0,360.0,1.0,Rural,Y
LP01462,Female,,1,Not Graduate,,2146,3456,4.0,360.0,0.0,Urban,N
LP01463,Male,Yes,2,Graduate,No,10813,0,21.0,360.0,1.0,Semiurban,Y
LP01464,Male,No,0,Graduate,No,2543,1386,7.0,360.0,1.0,Semiurban,Y
LP01465,Male,Yes,0,Not Graduate,No,4445,2274,15.0,360.0,1.0,Rural,Y
LP01466,Male,No,1,Graduate,No,3396,0,8.0,360.0,,Urban,N
LP01467,Female,Yes,2,Graduate,No,3681,0,6.0,360.0,1.0,Rural,Y
LP01468,Male,Yes,0,Graduate,No,6910,2227,16.0,360.0,1.0,Urban,Y
LP01469,Male,Yes,2,Graduate,,10147,303,28.0,360.0,1.0,Semiurban,Y
LP01470,Male,No,0,Graduate,No,8559,1354,38.0,360.0,1.0,Semiurban,Y
LP01471,,No,0,Graduate,No,3559,1208,10.0,360.0,1.0,Rural,N
LP01472,Male,Yes,0,Graduate,Yes,4921,0,,300.0,1.0,Rural,N
LP01473,Female,Yes,2,Not Graduate,No,2892,259,9.0,120.0,1.0,Rural,Y
LP01474,Male,No,0,Graduate,,2578,1117,11.0,480.0,0.0,Rural,N
LP01475,,No,0,Not Graduate,No,2367,0,9.0,360.0,0.0,Urban,N
LP01476,Male,No,0,Graduate,No,3496,4273,14.0,360.0,0.0,Semiurban,Y
LP01477,Male,Yes,3+,Not Graduate,No,5101,0,22.0,360.0,0.0,Urban,Y
LP01478,Male,Yes,2,Graduate,No,1554,0,5.0,360.0,1.0,Urban,Y
LP01479,Male,No,0,Graduate,,4335,0,19.0,120.0,0.0,Semiurban,Y
LP01480,Male,Yes,0,Not Graduate,No,10238,1085,16.0,360.0,0.0,Rural,N
LP01481,Male,Yes,0,Not Graduate,No,8242,0,33.0,360.0,1.0,Rural,Y
LP01482,Male,Yes,0,Graduate,No,3223,0,13.0,120.0,1.0,Rural,Y
LP01483,Male,Yes,2,Graduate,Yes,2063,3864,9.0,180.0,1.0,Semiurban,Y
LP01484,Male,No,0,Graduate,Yes,5727,0,17.0,360.0,1.0,Rural,Y
LP01485,Male,Yes,0,Graduate,No,1243,718,5.0,360.0,1.0,Rural,N
LP01486,Male,Yes,1,Not Graduate,No,8189,2580,17.0,360.0,1.0,Rural,Y
LP01487,Male,Yes,0,Graduate,No,3954,0,13.0,360.0,1.0,Urban,Y
LP01488,Male,No,0,Graduate,Yes,12176,0,31.0,360.0,1.0,Semiurban,Y
LP01489,Male,No,0,Graduate,No,1720,6467,6.0,360.0,1.0,Rural,Y
LP01490,Male,Yes,0,Graduate,No,7369,0,26.0,360.0,0.0,Rural,Y
LP01491,Female,No,1,Graduate,No,4208,0,11.0,360.0,1.0,Urban,Y
LP01492,Male,Yes,0,Graduate,No,3707,81,8.0,360.0,1.0,Urban,Y
LP01493,,No,0,Not Graduate,No,2093,354,5.0,360.0,1.0,Semiurban,N
LP01494,Female,No,0,Graduate,No,6171,1604,22.0,360.0,0.0,Urban,N
LP01495,Male,Yes,1,Graduate,No,6450,1532,,360.0,0.0,Rural,Y
LP01496,Male,No,0,Graduate,No,11871,3082,44.0,360.0,,Urban,Y
LP01497,Male,Yes,0,Graduate,No,7742,944,15.0,360.0,1.0,Semiurban,Y
LP01498,Male,Yes,0,Not Graduate,Yes,3208,540,13.0,360.0,1.0,Rural,Y
LP01499,Male,Yes,0,Graduate,No,2560,1082,9.0,360.0,1.0,Semiurban,Y
LP01500,Male,No,0,Graduate,Yes,2095,1692,,180.0,,Urban,Y
LP01501,Male,,0,Graduate,No,9999,2061,25.0,180.0,1.0,Semiurban,Y
LP01502,Female,Yes,2,Graduate,No,2899,0,8.0,120.0,1.0,Semiurban,Y
LP01503,Male,Yes,0,Graduate,No,10038,4030,26.0,300.0,1.0,Rural,Y
LP01504,Male,No,1,Graduate,Yes,5936,879,11.0,360.0,1.0,Rural,Y
LP01505,Male,Yes,1,Graduate,,5332,0,11.0,180.0,1.0,Rural,Y
LP01506,Male,Yes,0,Graduate,No,3756,0,6.0,360.0,,Urban,Y
LP01507,Male,,1,Not Graduate,No,6396,4793,11.0,360.0,1.0,Rural,Y
LP01508,Female,No,0,Graduate,No,4409,0,10.0,,1.0,Semiurban,N
LP01509,Male,Yes,1,Not Graduate,No,3630,0,14.0,360.0,,Rural,N
LP01510,Male,Yes,2,Graduate,No,6521,0,20.0,360.0,0.0,Semiurban,N
LP01511,Female,No,2,Graduate,No,4109,0,11.0,360.0,1.0,Urban,Y
LP01512,Male,Yes,0,Not Graduate,No,2867,2018,10.0,360.0,1.0,Urban,Y
LP01513,Male,Yes,1,Graduate,No,6185,0,19.0,360.0,1.0,Rural,Y
LP01514,Male,No,0,Not Graduate,No,4293,0,8.0,360.0,,Rural,Y
LP01515,Male,Yes,0,Graduate,No,5819,893,13.0,360.0,0.0,Urban,Y
LP01516,Male,Yes,0,Graduate,No,3465,0,8.0,360.0,,Semiurban,Y
LP01517,Male,Yes,0,Graduate,No,2287,0,8.0,360.0,1.0,Rural,Y
LP01518,Male,No,1,Graduate,No,11548,1333,33.0,360.0,1.0,Semiurban,Y
LP01519,Male,No,2,Graduate,No,10411,875,28.0,360.0,1.0,Urban,Y
LP01520,Male,Yes,0,Graduate,No,7231,1093,23.0,360.0,,Rural,Y
LP01521,Female,Yes,0,Graduate,No,3593,773,16.0,360.0,1.0,Semiurban,Y
LP01522,Female,Yes,1,Graduate,No,3770,1228,9.0,360.0,1.0,Rural,Y
LP01523,Male,Yes,3+,Not Graduate,No,9512,0,29.0,360.0,1.0,Semiurban,Y
LP01524,Female,Yes,1,Graduate,No,3661,1452,11.0,360.0,1.0,Rural,Y
LP01525,Male,Yes,0,Not Graduate,Yes,3140,254,11.0,360.0,1.0,Urban,Y
LP01526,Male,Yes,0,Graduate,No,12453,0,46.0,360.0,0.0,Rural,Y
LP01527,Male,No,,Graduate,No,4332,358,16.0,360.0,1.0,Urban,Y
LP01528,Male,Yes,0,Graduate,No,11762,0,25.0,360.0,1.0,Rural,Y
LP01529,Male,Yes,3+,Not Graduate,No,2061,2706,6.0,360.0,0.0,Rural,N
LP01530,Male,Yes,3+,Graduate,No,5914,2114,23.0,360.0,1.0,Semiurban,Y
LP01531,Male,Yes,3+,Not Graduate,Yes,13892,744,37.0,480.0,1.0,Semiurban,Y
LP01532,Male,Yes,0,Graduate,No,4520,0,20.0,360.0,1.0,Urban,Y
LP01533,Male,Yes,1,Graduate,,3846,1022,10.0,180.0,1.0,Semiurban,Y
LP01534,Male,Yes,1,Graduate,No,2340,524,7.0,360.0,1.0,Semiurban,Y
LP01535,Female,Yes,0,Not Graduate,Yes,8065,0,24.0,360.0,1.0,Urban,Y
LP01536,Female,No,0,Graduate,No,2912,0,8.0,360.0,1.0,Urban,Y
LP01537,Male,No,0,Not Graduate,No,4221,4226,17.0,360.0,0.0,Rural,N
LP01538,Male,No,,Graduate,Yes,2255,0,4.0,180.0,1.0,Semiurban,Y
LP01539,Male,Yes,3+,Not Graduate,Yes,10470,5321,34.0,360.0,1.0,Semiurban,Y
LP01540,Male,No,,Graduate,No,8393,999,28.0,360.0,0.0,Urban,N
LP01541,Male,Yes,0,Graduate,No,4370,0,18.0,120.0,1.0,Semiurban,Y
LP01542,,Yes,0,Graduate,No,2357,982,8.0,480.0,,Semiurban,Y
LP01543,Female,Yes,0,Not Graduate,No,10350,0,45.0,360.0,1.0,Rural,Y
LP01544,Male,Yes,0,Graduate,No,3636,145,15.0,360.0,1.0,Semiurban,Y
LP01545,Male,Yes,0,Graduate,No,2421,1210,6.0,360.0,1.0,Urban,Y
LP01546,Male,Yes,1,Graduate,No,1687,0,7.0,180.0,1.0,Semiurban,Y
LP01547,Male,No,1,Graduate,No,3117,1086,14.0,300.0,1.0,Urban,Y
LP01548,Male,Yes,2,Graduate,No,1998,9473,5.0,180.0,1.0,Rural,Y
LP01549,Male,No,2,Graduate,No,3157,512,11.0,360.0,1.0,Urban,Y
LP01550,Male,No,0,Graduate,No,6697,0,16.0,360.0,1.0,Urban,Y
LP01551,Female,Yes,1,Graduate,No,3617,662,12.0,360.0,1.0,Semiurban,Y
LP01552,Male,Yes,0,Graduate,No,5408,931,10.0,360.0,1.0,Urban,Y
LP01553,Male,Yes,0,Graduate,No,2987,0,11.0,360.0,1.0,Semiurban,N
LP01554,Female,Yes,0,Not Graduate,No,4609,7173,13.0,360.0,1.0,Semiurban,Y
LP01555,Male,No,0,Graduate,Yes,12791,0,42.0,360.0,0.0,Rural,Y
LP01556,Male,No,0,Graduate,No,3671,794,6.0,360.0,1.0,Urban,Y
LP01557,Male,No,0,Graduate,Yes,5494,0,20.0,360.0,1.0,Semiurban,Y
LP01558,Male,Yes,0,Graduate,No,1880,6041,6.0,360.0,0.0,Rural,N
LP01559,Male,No,3+,Graduate,No,10261,0,35.0,360.0,0.0,Urban,N
LP01560,Male,No,0,Not Graduate,,3420,0,8.0,360.0,1.0,Semiurban,N
LP01561,Male,Yes,0,Graduate,No,7925,405,15.0,300.0,1.0,Rural,Y
LP01562,Male,Yes,3+,Graduate,No,4156,443,12.0,360.0,1.0,Rural,Y
LP01563,Male,Yes,0,Not Graduate,No,6225,1940,27.0,360.0,,Rural,Y
LP01564,Male,Yes,0,Graduate,No,6432,2834,14.0,360.0,1.0,Rural,Y
LP01565,Female,No,3+,Graduate,No,3467,0,12.0,360.0,1.0,Semiurban,Y
LP01566,Male,Yes,0,Graduate,No,8108,1186,13.0,360.0,1.0,Rural,Y
LP01567,Male,Yes,0,Graduate,No,2929,0,11.0,360.0,1.0,Urban,Y
LP01568,Male,No,0,Graduate,No,6822,0,15.0,360.0,0.0,Semiurban,N
LP01569,Male,Yes,,Graduate,,3588,7256,10.0,360.0,1.0,Rural,Y
LP01570,Male,Yes,2,Graduate,No,5390,3131,14.0,360.0,1.0,Rural,Y
LP01571,Male,No,0,Graduate,No,3449,0,6.0,,1.0,Rural,Y
LP01572,Male,No,1,Graduate,No,4571,0,12.0,360.0,1.0,Urban,Y
LP01573,Male,No,1,Graduate,No,2462,1438,6.0,360.0,1.0,Rural,N
LP01574,Male,Yes,3+,Graduate,No,5096,0,16.0,360.0,1.0,Urban,Y
LP01575,Female,No,0,Graduate,No,4556,0,20.0,360.0,1.0,Rural,Y
LP01576,Male,No,,Graduate,No,3304,0,10.0,360.0,1.0,Semiurban,Y
LP01577,Male,No,3+,Not Graduate,No,4314,0,18.0,360.0,1.0,Urban,N
LP01578,Female,Yes,1,Graduate,No,4787,0,14.0,360.0,1.0,Rural,Y
LP01579,Male,Yes,0,Graduate,No,3168,1057,6.0,360.0,1.0,Semiurban,Y
LP01580,Male,No,0,Graduate,No,4143,0,9.0,360.0,1.0,Semiurban,Y
LP01581,Male,No,2,Graduate,No,2558,2869,7.0,360.0,,Rural,Y
LP01582,Male,Yes,0,Graduate,No,16158,899,40.0,360.0,1.0,Semiurban,Y
LP01583,Male,Yes,0,Graduate,No,7963,2887,33.0,360.0,1.0,Semiurban,Y
LP01584,Male,No,2,Graduate,No,5168,211,18.0,360.0,1.0,Urban,Y
LP01585,Male,Yes,0,Not Graduate,No,8473,2539,27.0,360.0,1.0,Urban,N
LP01586,Male,Yes,0,Graduate,No,1497,139,4.0,360.0,1.0,Urban,Y
LP01587,Male,Yes,1,Graduate,No,1089,1304,3.0,480.0,1.0,Semiurban,Y
LP01588,Male,Yes,2,Graduate,Yes,3570,3844,12.0,360.0,1.0,Semiurban,Y
LP01589,Female,No,0,Graduate,No,2083,3048,4.0,360.0,1.0,Semiurban,Y
LP01590,Female,Yes,1,Graduate,No,3904,447,8.0,360.0,1.0,Semiurban,Y
LP01591,Male,Yes,0,Graduate,No,4980,0,12.0,360.0,1.0,Urban,Y
LP01592,Male,No,0,Not Graduate,No,7378,822,15.0,360.0,1.0,Semiurban,Y
LP01593,Male,No,2,Not Graduate,No,2378,1971,8.0,480.0,1.0,Rural,Y
LP01594,Male,Yes,0,Not Graduate,Yes,5540,0,9.0,360.0,1.0,Urban,Y
LP01595,Male,Yes,0,Graduate,No,4482,1614,9.0,360.0,1.0,Semiurban,Y
LP01596,Male,No,2,Graduate,No,5384,0,23.0,360.0,1.0,Urban,Y
LP01597,Male,Yes,0,Graduate,No,3341,0,,480.0,,Semiurban,N
LP01598,Male,Yes,0,Graduate,Yes,9516,2766,28.0,120.0,1.0,Rural,Y
LP01599,Male,Yes,2,Graduate,No,4201,0,13.0,180.0,1.0,Urban,Y
LP01600,Female,Yes,0,Not Graduate,No,11799,0,45.0,360.0,1.0,Semiurban,Y
LP01601,Male,No,1,Graduate,No,2879,0,5.0,360.0,1.0,Rural,Y
LP01602,Male,Yes,0,Graduate,No,6691,1869,19.0,360.0,1.0,Urban,Y
LP01603,Male,Yes,0,Graduate,No,4303,631,8.0,360.0,1.0,Rural,Y
LP01604,Male,Yes,1,Graduate,No,3714,918,10.0,360.0,1.0,Semiurban,Y
LP01605,Male,Yes,0,Graduate,No,6297,2642,28.0,300.0,1.0,Urban,Y
LP01606,Male,Yes,2,Graduate,No,3772,6750,14.0,360.0,1.0,Rural,Y
LP01607,Male,No,2,Graduate,No,1029,1575,5.0,360.0,1.0,Semiurban,N
LP01608,Male,Yes,2,Graduate,,825,2847,3.0,360.0,1.0,Urban,Y
