CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,InternetService,Contract,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST10240,Male,0,Yes,No,48,Fiber optic,Month-to-month,Electronic check,No,No,No,No,106.01,4931.16,Yes
CUST10241,Female,0,No,No,20,DSL,Month-to-month,Electronic check,No,No,No,No,65.74,1381.31,Yes
CUST10242,Female,1,Yes,Yes,8,DSL,Month-to-month,Electronic check,No,No,No,No,59.12,465.82,No
CUST10243,Male,1,Yes,No,7,DSL,One year,Credit card,No,No,No,No,47.3,353.44,No
CUST10244,Female,0,Yes,No,67,DSL,Month-to-month,Electronic check,No,Yes,Yes,Yes,67.67,4876.32,Yes
CUST10245,Female,0,Yes,No,17,DSL,Month-to-month,Credit card,No,No,No,No,24.44,398.84,No
CUST10246,Female,0,No,No,33,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,105.22,3696.88,No
CUST10247,Female,1,Yes,No,48,DSL,Month-to-month,Credit card,No,No,No,No,23.54,1051.79,Yes
CUST10248,Female,0,Yes,No,59,DSL,Two year,Bank transfer,Yes,No,Yes,Yes,52.91,3018.17,No
CUST10249,Female,0,Yes,No,22,Fiber optic,Two year,Electronic check,No,No,No,No,113.16,2498.46,No
CUST10250,Male,0,No,No,30,DSL,One year,Credit card,Yes,No,No,Yes,93.52,2652.1,No
CUST10251,Male,0,No,No,38,DSL,One year,Electronic check,Yes,No,No,No,48.14,1858.32,Yes
CUST10252,Male,1,Yes,No,51,DSL,Month-to-month,Bank transfer,No,No,No,Yes,45.26,2344.59,No
CUST10253,Female,1,Yes,Yes,54,DSL,One year,Electronic check,Yes,No,No,No,20.51,1042.62,No
CUST10254,Male,0,No,No,8,Fiber optic,One year,Credit card,No,Yes,No,Yes,89.57,758.93,No
CUST10255,Female,0,Yes,Yes,27,DSL,Month-to-month,Mailed check,No,No,No,Yes,24.88,689.45,No
CUST10256,Female,0,No,No,27,Fiber optic,Two year,Bank transfer,No,No,No,Yes,73.26,1905.93,No
CUST10257,Male,0,Yes,No,21,No,Month-to-month,Bank transfer,No,No,No,Yes,116.21,2309.69,Yes
CUST10258,Female,0,No,Yes,30,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,30.95,998.83,No
CUST10259,Male,0,Yes,No,28,Fiber optic,One year,Electronic check,Yes,No,No,Yes,109.45,3270.38,No
CUST10260,Female,0,No,Yes,64,No,One year,Mailed check,No,No,No,No,119.15,7213.45,No
CUST10261,Male,0,Yes,No,69,Fiber optic,One year,Electronic check,No,No,Yes,No,26.15,1636.76,No
CUST10262,Male,1,No,No,61,DSL,Month-to-month,Mailed check,No,No,No,No,108.29,7008.02,Yes
CUST10263,Male,0,Yes,No,48,Fiber optic,Two year,Credit card,No,No,No,Yes,71.61,3516.69,No
CUST10264,Male,0,No,Yes,19,No,Month-to-month,Credit card,No,No,No,Yes,110.65,1934.53,Yes
CUST10265,Female,1,Yes,Yes,4,DSL,Month-to-month,Credit card,No,No,Yes,Yes,77.13,313.91,Yes
CUST10266,Male,0,Yes,No,35,DSL,Two year,Bank transfer,No,No,Yes,No,86.21,2988.49,No
CUST10267,Female,0,No,No,64,Fiber optic,One year,Bank transfer,Yes,Yes,Yes,No,74.38,5021.71,Yes
CUST10268,Male,1,Yes,No,49,No,Month-to-month,Electronic check,No,Yes,Yes,Yes,106.45,4912.56,No
CUST10269,Male,1,No,No,17,DSL,One year,Credit card,No,No,No,Yes,93.39,1572.76,No
CUST10270,Male,0,No,No,44,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,No,72.13,2955.52,No
CUST10271,Female,0,No,No,30,DSL,Month-to-month,Mailed check,No,No,Yes,No,106.82,3497.84,Yes
CUST10272,Male,0,Yes,No,46,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,No,44.53,2162.57,No
CUST10273,Male,0,No,Yes,6,DSL,Two year,Electronic check,No,No,No,No,35.73,224.53,No
CUST10274,Female,1,Yes,Yes,37,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,36.04,1384.21,Yes
CUST10275,Male,0,No,No,24,No,One year,Credit card,No,Yes,Yes,Yes,53.4,1261.95,Yes
CUST10276,Female,0,No,Yes,46,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,43.87,2188.86,No
CUST10277,Male,0,No,No,53,Fiber optic,One year,Electronic check,No,No,No,Yes,113.01,5477.92,No
CUST10278,Male,0,No,No,60,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,Yes,30.58,1946.08,No
CUST10279,Male,0,No,Yes,63,DSL,One year,Bank transfer,No,No,No,Yes,89.9,5341.13,No
CUST10280,Female,0,Yes,Yes,32,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,38.92,1201.61,No
CUST10281,Male,1,No,No,33,DSL,One year,Electronic check,No,Yes,No,Yes,108.16,3583.15,Yes
CUST10282,Male,0,Yes,No,67,Fiber optic,Two year,Credit card,Yes,No,Yes,Yes,116.13,8220.56,No
CUST10283,Male,0,No,No,18,DSL,One year,Electronic check,No,Yes,No,Yes,66.55,1279.01,No
CUST10284,Female,0,No,No,25,Fiber optic,Month-to-month,Credit card,No,No,Yes,Yes,107.91,2742.93,Yes
CUST10285,Female,0,No,No,54,No,Two year,Electronic check,No,Yes,No,No,20.51,1086.06,No
CUST10286,Female,0,Yes,No,58,No,Month-to-month,Mailed check,No,No,No,No,101.99,6443.67,Yes
CUST10287,Female,0,No,No,67,Fiber optic,One year,Bank transfer,No,No,Yes,Yes,42.86,2726.04,No
CUST10288,Female,0,Yes,No,46,DSL,Two year,Bank transfer,No,Yes,No,Yes,110.87,5409.18,No
CUST10289,Female,1,Yes,No,24,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,20.11,493.46,Yes
CUST10290,Male,0,Yes,Yes,32,No,Month-to-month,Credit card,Yes,Yes,No,No,75.62,2360.26,No
CUST10291,Male,0,Yes,No,47,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,95.66,4047.65,No
CUST10292,Male,0,Yes,No,23,No,One year,Credit card,Yes,No,Yes,Yes,45.87,1043.74,No
CUST10293,Male,0,No,Yes,66,DSL,One year,Electronic check,No,Yes,No,No,39.31,2478.6,No
CUST10294,Male,0,Yes,Yes,27,No,Month-to-month,Mailed check,No,Yes,No,Yes,28.41,706.37,No
CUST10295,Female,0,Yes,No,2,No,Month-to-month,Credit card,No,No,No,Yes,52.64,96.33,No
CUST10296,Female,0,No,No,17,No,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,75.98,1252.28,Yes
CUST10297,Female,0,Yes,No,33,DSL,Month-to-month,Credit card,Yes,No,Yes,Yes,31.58,1066.06,No
CUST10298,Male,0,No,Yes,9,DSL,Month-to-month,Bank transfer,No,No,No,Yes,57.67,554.07,No
CUST10299,Female,1,No,Yes,43,Fiber optic,Two year,Electronic check,No,No,No,No,20.91,842.23,No
CUST10300,Male,0,No,No,48,DSL,Month-to-month,Mailed check,No,No,No,Yes,101.87,4816.07,Yes
CUST10301,Female,0,No,No,39,DSL,Two year,Credit card,Yes,No,Yes,No,32.84,1253.08,No
CUST10302,Male,0,No,No,42,Fiber optic,One year,Bank transfer,Yes,No,Yes,Yes,48.33,2035.3,No
CUST10303,Female,1,No,No,26,Fiber optic,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,21.84,603.0,Yes
CUST10304,Male,0,Yes,No,50,Fiber optic,One year,Electronic check,No,Yes,Yes,Yes,63.22,3194.91,No
CUST10305,Female,0,No,No,25,Fiber optic,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,104.01,2780.53,Yes
CUST10306,Male,0,Yes,No,24,DSL,Month-to-month,Electronic check,Yes,Yes,No,Yes,59.22,1426.55,No
CUST10307,Female,0,No,No,13,No,Month-to-month,Electronic check,Yes,Yes,No,Yes,37.95,503.6,Yes
CUST10308,Male,0,Yes,No,60,DSL,Month-to-month,Bank transfer,No,No,No,No,95.37,5650.54,Yes
CUST10309,Male,0,No,No,7,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,98.88,736.89,Yes
CUST10310,Male,1,Yes,No,57,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,37.38,2311.27,No
CUST10311,Male,0,No,No,36,No,Month-to-month,Electronic check,Yes,Yes,No,Yes,97.09,3592.51,Yes
CUST10312,Female,0,Yes,Yes,45,DSL,Month-to-month,Electronic check,No,No,No,Yes,114.73,5494.08,Yes
CUST10313,Female,0,No,No,20,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,36.64,668.17,No
CUST10314,Female,1,No,Yes,65,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,97.1,6824.13,No
CUST10315,Male,0,Yes,No,8,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,90.86,681.66,Yes
CUST10316,Female,1,No,No,16,Fiber optic,Month-to-month,Credit card,No,No,No,Yes,67.36,1025.28,Yes
CUST10317,Male,0,No,No,14,No,Two year,Credit card,Yes,No,Yes,No,25.79,328.81,No
CUST10318,Female,0,No,Yes,15,No,Month-to-month,Credit card,Yes,No,No,Yes,27.47,450.4,Yes
CUST10319,Male,0,Yes,No,66,DSL,One year,Mailed check,No,Yes,Yes,Yes,105.24,7434.84,No
CUST10320,Female,0,Yes,No,32,DSL,Month-to-month,Electronic check,No,No,No,No,119.01,4123.03,Yes
CUST10321,Male,0,Yes,No,63,DSL,Two year,Electronic check,No,No,No,No,87.61,5902.72,Yes
CUST10322,Male,0,Yes,No,51,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,64.6,3281.11,No
CUST10323,Female,0,No,No,25,DSL,Two year,Electronic check,No,No,Yes,Yes,84.76,2298.73,Yes
CUST10324,Female,0,Yes,No,58,DSL,One year,Credit card,No,No,No,No,79.44,5040.14,No
CUST10325,Female,0,No,Yes,63,No,Month-to-month,Credit card,Yes,No,No,Yes,58.36,3678.57,No
CUST10326,Male,0,Yes,Yes,62,No,Two year,Mailed check,No,Yes,No,Yes,26.56,1539.89,No
CUST10327,Male,0,No,No,22,DSL,Month-to-month,Electronic check,Yes,No,No,No,102.15,2318.59,Yes
CUST10328,Male,0,No,No,58,DSL,Month-to-month,Mailed check,No,No,No,Yes,57.18,3631.79,No
CUST10329,Female,0,No,Yes,58,Fiber optic,One year,Electronic check,No,No,Yes,No,101.88,6348.85,No
CUST10330,Male,1,Yes,Yes,49,DSL,Two year,Bank transfer,No,Yes,No,No,45.25,2377.7,No
CUST10331,Female,0,Yes,Yes,52,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,No,20.1,1135.89,No
CUST10332,Male,0,Yes,No,42,Fiber optic,Month-to-month,Credit card,No,No,Yes,No,35.89,1626.15,No
CUST10333,Female,1,Yes,No,70,No,Two year,Bank transfer,No,No,No,Yes,66.85,4938.07,No
CUST10334,Male,0,Yes,No,15,Fiber optic,One year,Mailed check,No,Yes,No,Yes,114.43,1791.38,Yes
CUST10335,Male,0,Yes,No,54,Fiber optic,Two year,Mailed check,No,No,Yes,No,30.22,1555.11,No
CUST10336,Female,0,Yes,No,60,Fiber optic,One year,Mailed check,No,No,Yes,No,105.42,6478.7,Yes
CUST10337,Male,1,No,Yes,8,DSL,Month-to-month,Electronic check,No,Yes,Yes,No,72.7,584.1,Yes
CUST10338,Male,0,Yes,Yes,53,Fiber optic,Two year,Mailed check,No,No,No,No,102.59,5830.87,No
CUST10339,Female,0,No,Yes,60,Fiber optic,Month-to-month,Credit card,No,No,Yes,No,49.84,2985.44,No
CUST10340,Male,0,Yes,No,5,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,103.99,481.24,Yes
CUST10341,Female,0,No,No,68,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,97.28,5960.11,No
CUST10342,Female,0,No,Yes,6,DSL,One year,Electronic check,No,Yes,No,Yes,43.01,267.24,Yes
CUST10343,Male,0,No,No,47,No,Month-to-month,Electronic check,No,No,No,No,33.13,1572.65,Yes
CUST10344,Male,0,No,No,55,DSL,Two year,Bank transfer,No,No,Yes,Yes,106.81,5675.95,No
CUST10345,Male,0,Yes,No,40,DSL,Month-to-month,Mailed check,No,No,No,Yes,116.32,4344.76,Yes
CUST10346,Female,0,No,Yes,52,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,Yes,23.13,1194.75,No
CUST10347,Male,0,Yes,No,16,Fiber optic,Two year,Bank transfer,Yes,No,No,No,93.13,1370.96,Yes
CUST10348,Female,0,Yes,No,13,DSL,Month-to-month,Mailed check,No,No,No,No,110.95,1395.07,Yes
CUST10349,Male,0,No,Yes,30,No,Month-to-month,Electronic check,Yes,No,Yes,No,105.74,3095.57,Yes
CUST10350,Male,0,No,No,19,No,Month-to-month,Mailed check,No,No,Yes,Yes,116.45,2197.34,Yes
CUST10351,Female,0,Yes,Yes,17,Fiber optic,Two year,Bank transfer,No,No,No,No,96.01,1621.27,No
CUST10352,Male,0,No,No,63,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,No,64.23,3849.84,No
CUST10353,Male,0,No,No,19,DSL,Month-to-month,Bank transfer,No,Yes,No,Yes,51.2,1040.94,No
CUST10354,Male,0,Yes,No,58,DSL,Month-to-month,Bank transfer,Yes,Yes,No,Yes,52.07,2932.81,No
CUST10355,Male,0,Yes,No,55,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,Yes,92.44,4809.23,No
CUST10356,Male,0,Yes,No,62,DSL,Month-to-month,Credit card,No,No,No,Yes,94.58,5483.75,No
CUST10357,Female,1,Yes,No,23,DSL,Month-to-month,Electronic check,No,Yes,No,No,40.04,888.24,Yes
CUST10358,Male,1,Yes,No,9,Fiber optic,Month-to-month,Mailed check,Yes,Yes,No,Yes,106.81,878.15,Yes
CUST10359,Female,0,Yes,No,12,DSL,Two year,Bank transfer,No,No,Yes,No,91.49,995.32,No
CUST10360,Male,0,Yes,No,1,No,Month-to-month,Electronic check,Yes,Yes,No,Yes,76.28,77.88,No
CUST10361,Male,1,No,No,58,DSL,Month-to-month,Credit card,No,No,No,Yes,67.15,3987.51,No
CUST10362,Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,74.32,74.76,Yes
CUST10363,Male,0,No,No,34,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,35.92,1285.34,Yes
CUST10364,Male,0,Yes,No,48,Fiber optic,One year,Mailed check,Yes,No,Yes,Yes,40.37,1759.16,Yes
CUST10365,Female,0,No,No,1,DSL,Month-to-month,Credit card,No,Yes,No,Yes,29.12,31.66,No
CUST10366,Female,0,No,No,16,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,35.37,520.09,Yes
CUST10367,Male,0,No,No,61,No,One year,Credit card,No,No,Yes,Yes,65.37,4126.36,No
CUST10368,Female,0,Yes,No,64,Fiber optic,Month-to-month,Credit card,No,Yes,No,No,73.04,4331.82,No
CUST10369,Female,0,No,No,63,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,21.79,1477.07,No
CUST10370,Female,0,Yes,No,69,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,99.68,6892.66,Yes
CUST10371,Female,0,Yes,No,22,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,49.42,996.41,Yes
CUST10372,Male,0,No,No,67,Fiber optic,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,111.18,7622.96,No
CUST10373,Male,0,No,No,26,No,Month-to-month,Electronic check,No,No,Yes,No,116.75,2737.48,Yes
CUST10374,Female,0,Yes,No,16,DSL,One year,Electronic check,No,No,No,No,38.55,650.85,No
CUST10375,Male,0,No,No,51,Fiber optic,Two year,Bank transfer,No,No,No,Yes,66.21,3478.41,No
CUST10376,Female,0,No,No,57,Fiber optic,Month-to-month,Credit card,No,No,No,No,20.12,1080.93,Yes
CUST10377,Male,1,No,Yes,29,Fiber optic,Month-to-month,Mailed check,Yes,No,No,No,79.83,2257.08,Yes
CUST10378,Male,0,No,Yes,69,No,Month-to-month,Credit card,Yes,Yes,Yes,No,80.73,5022.03,Yes
CUST10379,Female,1,Yes,Yes,47,No,Month-to-month,Bank transfer,No,No,No,No,44.75,2184.72,Yes
CUST10380,Female,0,No,No,62,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,75.84,4535.31,Yes
CUST10381,Male,0,No,Yes,69,DSL,Two year,Mailed check,Yes,No,No,No,42.55,2977.99,No
CUST10382,Male,0,Yes,Yes,16,DSL,One year,Mailed check,Yes,No,No,Yes,36.08,630.01,Yes
CUST10383,Male,1,No,No,48,Fiber optic,Two year,Mailed check,No,Yes,No,Yes,85.15,3923.28,No
CUST10384,Female,0,No,No,39,No,Two year,Credit card,Yes,Yes,Yes,Yes,52.59,2252.11,No
CUST10385,Male,0,No,No,33,DSL,Month-to-month,Electronic check,No,No,No,Yes,79.03,2677.22,Yes
CUST10386,Female,0,No,No,23,DSL,Month-to-month,Credit card,No,No,No,Yes,63.32,1381.24,Yes
CUST10387,Female,0,No,Yes,10,DSL,Month-to-month,Bank transfer,No,No,Yes,No,118.44,1169.42,Yes
CUST10388,Female,0,No,No,69,No,Month-to-month,Electronic check,Yes,Yes,Yes,No,34.96,2528.25,No
CUST10389,Male,1,No,No,34,DSL,Two year,Credit card,No,No,No,Yes,66.46,2235.45,No
CUST10390,Female,0,No,No,52,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,88.05,4183.47,No
CUST10391,Male,0,Yes,No,10,Fiber optic,Two year,Electronic check,No,No,Yes,No,59.55,556.03,No
CUST10392,Female,0,No,No,19,No,Month-to-month,Bank transfer,No,No,No,Yes,117.47,2361.96,Yes
CUST10393,Male,0,Yes,No,58,Fiber optic,Two year,Bank transfer,No,No,No,Yes,92.19,5505.69,Yes
CUST10394,Male,0,No,No,1,Fiber optic,Two year,Mailed check,Yes,Yes,No,No,85.7,86.9,No
CUST10395,Female,0,No,Yes,69,DSL,One year,Electronic check,No,No,No,No,95.71,6164.99,No
CUST10396,Female,0,No,Yes,4,Fiber optic,One year,Electronic check,No,No,No,No,115.26,492.18,No
CUST10397,Male,1,No,Yes,16,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,No,110.78,1935.81,Yes
CUST10398,Male,0,No,Yes,24,No,Two year,Electronic check,No,Yes,Yes,Yes,92.43,2014.63,No
CUST10399,Female,0,Yes,No,2,DSL,Two year,Electronic check,No,No,No,Yes,94.92,173.82,Yes
CUST10400,Female,0,No,Yes,32,DSL,Two year,Credit card,Yes,No,No,Yes,34.59,1192.05,No
CUST10401,Male,1,Yes,No,24,DSL,One year,Bank transfer,Yes,No,Yes,Yes,30.28,772.58,No
CUST10402,Male,0,Yes,Yes,12,Fiber optic,One year,Credit card,Yes,Yes,Yes,No,77.09,946.9,No
CUST10403,Female,0,Yes,Yes,50,No,Two year,Mailed check,No,No,No,No,21.84,1189.18,No
CUST10404,Male,1,No,No,35,DSL,Month-to-month,Credit card,Yes,No,Yes,Yes,68.24,2458.35,No
CUST10405,Female,0,No,Yes,33,Fiber optic,Two year,Electronic check,Yes,No,Yes,No,41.03,1277.08,No
CUST10406,Female,0,No,No,33,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,54.6,1884.19,No
CUST10407,Female,0,Yes,No,61,DSL,Month-to-month,Mailed check,No,No,No,No,97.58,6125.84,No
CUST10408,Female,1,No,Yes,51,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,114.12,6385.54,No
CUST10409,Male,0,Yes,Yes,43,DSL,Month-to-month,Credit card,No,No,Yes,No,27.24,1104.3,No
CUST10410,Female,0,Yes,No,12,Fiber optic,Month-to-month,Mailed check,Yes,No,Yes,No,73.42,898.29,No
CUST10411,Female,0,No,Yes,67,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,108.25,7659.15,Yes
CUST10412,Male,0,Yes,Yes,65,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,28.25,1777.12,No
CUST10413,Male,0,Yes,Yes,33,DSL,Month-to-month,Bank transfer,No,No,No,No,102.45,3299.49,Yes
CUST10414,Female,0,Yes,Yes,40,No,Month-to-month,Bank transfer,No,No,Yes,Yes,55.78,2404.3,No
CUST10415,Female,0,Yes,No,43,Fiber optic,One year,Mailed check,No,No,No,No,52.21,2202.01,Yes
CUST10416,Female,0,Yes,No,44,Fiber optic,Two year,Bank transfer,No,No,No,No,117.75,5310.25,Yes
CUST10417,Female,0,Yes,No,29,DSL,One year,Electronic check,Yes,No,Yes,Yes,40.09,1253.12,No
CUST10418,Female,0,No,Yes,13,DSL,Two year,Credit card,No,No,No,Yes,89.32,1093.77,No
CUST10419,Female,1,No,Yes,12,DSL,One year,Bank transfer,No,No,Yes,No,102.14,1343.81,Yes
CUST10420,Male,0,No,No,46,DSL,Month-to-month,Mailed check,No,No,Yes,No,24.12,1154.33,Yes
CUST10421,Male,0,No,No,2,Fiber optic,One year,Credit card,No,Yes,No,Yes,87.04,173.94,Yes
CUST10422,Female,1,Yes,No,35,No,One year,Bank transfer,No,No,Yes,Yes,115.15,3974.57,Yes
CUST10423,Male,0,No,No,8,Fiber optic,Month-to-month,Mailed check,Yes,Yes,No,Yes,32.42,282.93,No
CUST10424,Male,0,No,No,26,DSL,Month-to-month,Credit card,Yes,Yes,Yes,No,109.62,2682.38,Yes
CUST10425,Female,0,Yes,No,34,Fiber optic,One year,Credit card,No,No,Yes,No,79.48,2600.54,No
CUST10426,Male,0,No,No,7,DSL,Month-to-month,Electronic check,No,Yes,Yes,Yes,81.66,549.65,Yes
CUST10427,Male,0,Yes,No,68,Fiber optic,One year,Bank transfer,Yes,No,No,Yes,81.29,5294.46,Yes
CUST10428,Female,0,Yes,No,58,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,49.88,2874.84,No
CUST10429,Female,0,Yes,Yes,29,Fiber optic,One year,Electronic check,No,Yes,Yes,No,113.52,3614.16,No
CUST10430,Female,0,No,No,36,No,Month-to-month,Electronic check,No,No,Yes,Yes,114.74,4451.83,Yes
CUST10431,Male,0,No,No,21,DSL,Month-to-month,Credit card,No,No,No,Yes,82.53,1673.49,Yes
CUST10432,Female,0,No,No,36,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,98.34,3485.63,Yes
CUST10433,Male,0,Yes,No,10,No,One year,Bank transfer,No,No,No,No,81.23,839.83,No
CUST10434,Female,1,Yes,No,24,Fiber optic,Two year,Electronic check,No,Yes,No,Yes,68.44,1483.94,No
CUST10435,Female,0,Yes,Yes,64,Fiber optic,Two year,Bank transfer,No,No,No,Yes,86.08,5861.87,No
CUST10436,Female,0,Yes,No,49,No,Month-to-month,Credit card,No,No,Yes,No,75.3,3969.97,Yes
CUST10437,Female,0,No,No,36,DSL,One year,Electronic check,No,No,Yes,Yes,79.75,3076.1,No
CUST10438,Male,0,Yes,No,24,No,Month-to-month,Electronic check,No,No,Yes,Yes,98.38,2302.12,Yes
CUST10439,Male,0,No,No,23,DSL,Month-to-month,Credit card,No,No,No,No,68.09,1554.17,No
CUST10440,Female,1,No,No,62,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,24.08,1347.36,No
CUST10441,Male,0,Yes,No,37,No,One year,Credit card,Yes,No,No,Yes,36.4,1319.7,No
CUST10442,Female,0,No,No,12,DSL,Month-to-month,Electronic check,Yes,No,Yes,Yes,63.86,760.25,Yes
CUST10443,Female,0,Yes,No,55,Fiber optic,Month-to-month,Electronic check,Yes,No,No,No,92.48,5500.41,Yes
CUST10444,Male,1,Yes,No,13,DSL,One year,Mailed check,Yes,Yes,No,Yes,79.33,1112.55,No
CUST10445,Male,0,Yes,No,23,No,One year,Electronic check,Yes,No,No,No,85.03,2138.0,No
CUST10446,Female,0,No,Yes,30,No,Month-to-month,Credit card,No,No,Yes,Yes,67.93,2194.86,Yes
CUST10447,Female,0,Yes,No,17,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,81.57,1250.3,No
CUST10448,Female,0,No,Yes,62,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,52.9,3372.59,No
CUST10449,Male,0,No,No,13,No,Month-to-month,Credit card,Yes,Yes,No,No,67.02,796.02,No
CUST10450,Female,1,Yes,No,59,Fiber optic,One year,Credit card,No,No,No,Yes,94.43,5317.98,No
CUST10451,Female,0,No,No,19,Fiber optic,Month-to-month,Credit card,No,No,Yes,No,107.18,2068.31,Yes
CUST10452,Female,1,No,No,49,Fiber optic,One year,Electronic check,No,Yes,No,Yes,63.37,3229.72,No
CUST10453,Female,0,Yes,Yes,12,Fiber optic,Two year,Electronic check,No,No,Yes,Yes,24.37,301.48,No
CUST10454,Female,0,Yes,Yes,61,DSL,Month-to-month,Bank transfer,Yes,No,No,Yes,36.17,2007.38,No
CUST10455,Female,0,No,No,19,DSL,Two year,Bank transfer,Yes,No,Yes,No,22.09,386.44,No
CUST10456,Male,0,Yes,No,9,DSL,Month-to-month,Electronic check,No,No,No,Yes,85.33,710.92,Yes
CUST10457,Female,1,No,No,71,No,Month-to-month,Electronic check,Yes,No,No,Yes,53.23,3470.49,No
CUST10458,Female,0,Yes,Yes,28,Fiber optic,Month-to-month,Electronic check,No,Yes,Yes,Yes,74.25,1945.21,Yes
CUST10459,Male,0,Yes,Yes,52,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,69.33,3741.07,Yes
CUST10460,Male,0,Yes,Yes,16,Fiber optic,Month-to-month,Credit card,Yes,No,No,No,28.15,480.2,Yes
CUST10461,Female,0,Yes,Yes,69,DSL,Month-to-month,Mailed check,Yes,Yes,Yes,No,60.33,4086.85,No
CUST10462,Male,0,No,No,12,DSL,One year,Electronic check,No,No,No,No,42.06,524.18,Yes
CUST10463,Female,0,Yes,No,25,Fiber optic,Two year,Mailed check,No,No,No,Yes,61.84,1453.25,No
CUST10464,Male,0,No,No,52,Fiber optic,One year,Electronic check,No,No,No,Yes,40.36,2297.38,No
CUST10465,Male,1,No,No,53,No,Month-to-month,Bank transfer,Yes,No,No,No,104.05,5349.21,No
CUST10466,Female,0,No,Yes,23,Fiber optic,One year,Credit card,Yes,No,No,No,37.42,920.19,No
CUST10467,Male,0,No,No,16,Fiber optic,One year,Bank transfer,Yes,No,No,Yes,116.08,2022.71,No
CUST10468,Female,0,Yes,Yes,57,Fiber optic,Two year,Bank transfer,Yes,No,No,No,61.59,3766.71,Yes
CUST10469,Male,0,Yes,Yes,39,No,Two year,Electronic check,No,Yes,No,No,104.62,3726.89,No
CUST10470,Female,0,No,No,53,Fiber optic,Two year,Electronic check,Yes,No,Yes,No,82.88,4524.69,No
CUST10471,Male,0,Yes,Yes,42,DSL,Month-to-month,Credit card,No,No,No,Yes,93.54,3630.17,No
CUST10472,Female,1,No,Yes,58,Fiber optic,One year,Credit card,No,No,No,Yes,96.77,5057.75,No
CUST10473,Female,0,Yes,No,39,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,70.48,2502.32,No
CUST10474,Female,0,No,No,14,Fiber optic,Two year,Bank transfer,No,No,No,Yes,74.33,1127.23,No
CUST10475,Female,0,No,No,5,DSL,Month-to-month,Credit card,No,No,Yes,Yes,71.4,386.16,Yes
CUST10476,Male,0,No,Yes,35,No,Month-to-month,Electronic check,No,Yes,No,Yes,78.81,2607.1,Yes
CUST10477,Female,0,No,Yes,18,No,Month-to-month,Electronic check,No,No,No,No,22.94,416.81,Yes
CUST10478,Male,0,No,No,9,DSL,Two year,Mailed check,No,No,No,Yes,59.55,584.72,No
CUST10479,Male,0,No,Yes,58,No,Month-to-month,Electronic check,No,No,Yes,Yes,80.62,4672.88,No
CUST10480,Female,0,No,No,17,DSL,Month-to-month,Credit card,No,No,Yes,No,79.77,1327.23,No
